Country Name,Country Code,Income Group,Region,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Algeria,DZA,Upper middle income,Middle East & North Africa,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,17.2721099853516,18.4730701446533,19.0433597564697,20.7614707946777,21.2300395965576,23.4881896972656,,29.8187198638916,29.8345603942871,31.2025909423828,32.231330871582,33.9657592773438,34.5938110351563
Algeria,DZA,Upper middle income,Middle East & North Africa,"Population, total",SP.POP.TOTL,31995046.0,32403514.0,32831096.0,33288437.0,33777915.0,34300076.0,34860715.0,35465760.0,36117637.0,36819558.0,37565847.0,38338562.0,39113313.0
Algeria,DZA,Upper middle income,Middle East & North Africa,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.63456511497498,-1.75440907478333,-1.35918843746185,-0.913666009902954,-1.1264134645462,-1.15058553218842,-1.09584629535675,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125
Algeria,DZA,Upper middle income,Middle East & North Africa,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.59164126,2.195359731,4.634475088,5.843942092,7.375984956,9.451190626,10.18,11.23,12.5,14.9,18.2,22.5,29.5
American Samoa,ASM,Upper middle income,East Asia & Pacific,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,
American Samoa,ASM,Upper middle income,East Asia & Pacific,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,,,
American Samoa,ASM,Upper middle income,East Asia & Pacific,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,,,,,,,,,
American Samoa,ASM,Upper middle income,East Asia & Pacific,"Population, total",SP.POP.TOTL,58731.0,59117.0,59264.0,59118.0,58650.0,57903.0,57030.0,56227.0,55637.0,55320.0,55230.0,55307.0,55437.0
American Samoa,ASM,Upper middle income,East Asia & Pacific,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,0.7369264960289,0.746284067630768,0.703987658023834,0.967931151390076,0.984463036060333,0.945724666118622,0.919146716594696,0.933990180492401,0.952990829944611,0.928985774517059,1.08068346977234
American Samoa,ASM,Upper middle income,East Asia & Pacific,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,
Andorra,AND,High income: nonOECD,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,
Andorra,AND,High income: nonOECD,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,,,
Andorra,AND,High income: nonOECD,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,,,,,,,,,
Andorra,AND,High income: nonOECD,Europe & Central Asia,"Population, total",SP.POP.TOTL,70049.0,73182.0,76244.0,78867.0,80991.0,82683.0,83861.0,84462.0,84449.0,83751.0,82431.0,80788.0,79223.0
Andorra,AND,High income: nonOECD,Europe & Central Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.28276693820953,1.46513116359711,1.40210604667664,1.38492727279663,1.34965407848358,1.34201574325562,1.33847212791443,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553
Andorra,AND,High income: nonOECD,Europe & Central Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.26046872,13.54641288,26.83795439,37.60576622,48.936847,70.87,70.04,78.53,81.0,81.0,82.7,84.4,86.1
Angola,AGO,Upper middle income,Sub-Saharan Africa,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2280.0,2390.0,2610.0,3010.0,3600.0,4480.0,4810.0,5200.0,5210.0,5360.0,5560.0,5890.0,6130.0
Angola,AGO,Upper middle income,Sub-Saharan Africa,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,16.8075695037842,,,,,,23.5545902252197,24.9924507141113,28.7813091278076,28.8987197875977,,,
Angola,AGO,Upper middle income,Sub-Saharan Africa,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,0.796679973602295,2.95167994499207,2.21985006332397,2.74878001213074,2.69178009033203,,,,,6.94609022140503,,9.92356967926025,
Angola,AGO,Upper middle income,Sub-Saharan Africa,"Population, total",SP.POP.TOTL,17572649.0,18203369.0,18865716.0,19552542.0,20262399.0,20997687.0,21759420.0,22549547.0,23369131.0,24218565.0,25096150.0,25998340.0,26920466.0
Angola,AGO,Upper middle income,Sub-Saharan Africa,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.5761798620224,-1.0073858499527,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645
Angola,AGO,Upper middle income,Sub-Saharan Africa,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.270376746,0.370682065,0.464814618,1.143366827,1.5,1.7,1.9,2.3,2.8,4.7,7.7,13.0,21.4
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13740.0,14780.0,15820.0,17320.0,19910.0,22070.0,22130.0,19430.0,18310.0,17960.0,18580.0,18980.0,20040.0
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,102.672256469727,110.871238708496,108.522506713867,106.206718444824,106.116546630859,105.393508911133,,102.318222045898
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,,,,14.8100500106812,16.2319602966309,14.3683595657349,23.4862403869629,,
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,"Population, total",SP.POP.TOTL,86266.0,87293.0,88257.0,89253.0,90301.0,91381.0,92478.0,93581.0,94661.0,95719.0,96777.0,97824.0,98875.0
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.792559921741486,0.865690112113953,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798
Antigua and Barbuda,ATG,High income: nonOECD,Latin America & Caribbean,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.5,17.22864878,24.26654372,27.0,30.0,34.0,38.0,42.0,47.0,52.0,58.0,63.4,67.78
Argentina,ARG,Upper middle income,Latin America & Caribbean,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9480.0,10530.0,11720.0,13290.0,14730.0,16430.0,17270.0,16110.0,17710.0,19070.0,19120.0,19730.0,19400.0
Argentina,ARG,Upper middle income,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,96.5670928955078,95.7509918212891,95.4969329833984,94.005989074707,93.3450698852539,93.7067489624023,95.2462768554688,98.8308181762695,101.801116943359,103.599678039551,105.19255065918,106.323143005371,106.777900695801
Argentina,ARG,Upper middle income,Latin America & Caribbean,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,62.2330093383789,64.807243347168,65.2363891601563,63.7853698730469,66.8311004638672,66.3509063720703,68.141357421875,70.5332870483398,73.9392013549805,77.4538879394531,78.9728775024414,79.986701965332,82.9173889160156
Argentina,ARG,Upper middle income,Latin America & Caribbean,"Population, total",SP.POP.TOTL,37889370.0,38309379.0,38728696.0,39145488.0,39558890.0,39970224.0,40382389.0,40799407.0,41223889.0,41656879.0,42096739.0,42539925.0,42981515.0
Argentina,ARG,Upper middle income,Latin America & Caribbean,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.776545405387878,-0.359838128089905,-0.610934913158417,-0.0417749434709549,0.0019677628297358,0.0977966338396072,-0.0877556875348091,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.0051218713633716
Argentina,ARG,Upper middle income,Latin America & Caribbean,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.88212438,11.91369655,16.03668411,17.72058337,20.9272021,25.94663294,28.11262348,34.0,45.0,51.0,55.8,59.9,64.7
Armenia,ARM,Lower middle income,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3130.0,3650.0,4150.0,4970.0,5870.0,6960.0,7690.0,6590.0,6890.0,7270.0,7950.0,8490.0,8790.0
Armenia,ARM,Lower middle income,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,88.3207397460938,91.0585632324219,93.8858337402344,94.8729705810547,92.7056121826172,96.6328811645508,,,,,
Armenia,ARM,Lower middle income,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,35.2386589050292,36.2045211791992,36.7980499267578,38.3665885925292,41.7650184631348,44.3306694030762,46.596851348877,49.1413383483887,50.6442985534667,51.0014190673828,43.914478302002,43.3109016418457,44.2546081542969
Armenia,ARM,Lower middle income,Europe & Central Asia,"Population, total",SP.POP.TOTL,3033897.0,3017806.0,3000612.0,2981259.0,2958500.0,2933056.0,2908220.0,2888584.0,2877311.0,2875581.0,2881922.0,2893509.0,2906220.0
Armenia,ARM,Lower middle income,Europe & Central Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.255784124135971,0.236966237425804,-0.116337485611439,-0.0663353949785233,-0.261023759841919,0.150905832648277,-0.0068530277349054,0.227863356471062,0.071855328977108,-0.06386898458004,0.154794976115227,0.11038514226675,-0.297135800123215
Armenia,ARM,Lower middle income,Europe & Central Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.960405046,4.575217225,4.899008571,5.252983352,5.631787777,6.021253397,6.21,15.3,25.0,32.0,37.5,41.9,54.62280586
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,100.505729675293,99.0911712646484,97.25244140625,95.9288177490234,97.3563690185547,102.546356201172,94.6491317749023,96.7234420776367,95.8235397338867,97.0151214599609,111.174522399902,,
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,26.6979694366455,26.7562808990479,26.3044109344482,31.6834697723389,30.903190612793,33.9261283874512,35.2404899597167,35.3623199462891,37.3577003479004,38.737621307373,37.7556915283203,16.1958293914795,16.4054203033447
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,"Population, total",SP.POP.TOTL,94992.0,97017.0,98737.0,100031.0,100832.0,101220.0,101353.0,101453.0,101669.0,102053.0,102577.0,103187.0,103795.0
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,0.993218183517456,1.37641596794128,1.30346059799194,1.28656852245331,1.3163959980011,1.12155425548553,1.10084736347198,1.28573775291443,1.26388156414032,1.31222629547119,1.16456782817841
Aruba,ABW,High income: nonOECD,Latin America & Caribbean,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.8,20.8,23.0,25.4,28.0,30.9,52.0,58.0,62.0,69.0,74.0,78.9,83.78
Australia,AUS,High income: OECD,East Asia & Pacific,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27940.0,28890.0,30450.0,31380.0,33020.0,34960.0,35980.0,38880.0,37670.0,40100.0,41320.0,44530.0,45220.0
Australia,AUS,High income: OECD,East Asia & Pacific,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,154.311721801758,156.194351196289,149.94206237793,148.366104125977,127.389617919922,126.36637878418,128.034057617188,130.318542480469,132.456695556641,134.268112182617,136.879623413086,137.581512451172,137.564788818359
Australia,AUS,High income: OECD,East Asia & Pacific,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,75.7524337768555,73.3942565917969,71.6984329223633,72.2919235229492,71.4829177856445,72.5199508666992,72.9185409545898,76.7653732299805,80.9170837402344,83.4707565307617,85.4139175415039,86.5545501708984,90.3065032958984
Australia,AUS,High income: OECD,East Asia & Pacific,"Population, total",SP.POP.TOTL,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22728254.0,23117353.0,23460694.0
Australia,AUS,High income: OECD,East Asia & Pacific,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.18941462039948,0.878117203712463,0.935463547706604,0.8917076587677,0.934466600418091,0.928874909877777,0.954700112342834,0.855120599269867,0.888859868049622,0.935710072517395,0.997997224330902,1.03107297420502,1.03219199180603
Australia,AUS,High income: OECD,East Asia & Pacific,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,63.0,66.0,69.45,71.67,74.25,76.0,79.48769771,79.0,83.45349717,84.0
Austria,AUT,High income: OECD,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,31000.0,32030.0,33720.0,34940.0,37730.0,39340.0,41660.0,40950.0,42440.0,44600.0,46500.0,48050.0,49070.0
Austria,AUT,High income: OECD,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,99.1625595092773,99.6250534057617,99.6793823242188,100.512802124023,100.472991943359,99.8067474365234,99.4811630249023,99.6886367797852,98.8622436523438,98.193489074707,97.7844161987305,98.9362335205078,99.2964019775391
Austria,AUT,High income: OECD,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,46.5351600646973,46.4235191345215,47.2003898620605,47.7822418212891,49.413028717041,51.2285194396973,56.1499786376953,60.7165794372559,68.732177734375,71.0109024047852,72.3148803710938,80.3867874145508,79.9986419677734
Austria,AUT,High income: OECD,Europe & Central Asia,"Population, total",SP.POP.TOTL,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479375.0,8541575.0
Austria,AUT,High income: OECD,Europe & Central Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.35895538330078,0.962002456188202,1.08964920043945,1.10395002365112,1.07445085048676,1.284419298172,1.33927059173584,1.19087398052216,1.15264821052551,1.19352161884308,1.34056687355042,1.36410057544708,1.27070045471191
Austria,AUT,High income: OECD,Europe & Central Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.56,42.7,54.28,58.0,63.6,69.37,72.87,73.45,75.17,78.7399931,80.02999392,80.6188,80.99582496
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4120.0,4650.0,5100.0,6280.0,8570.0,10560.0,12380.0,13800.0,14690.0,14680.0,15260.0,16320.0,17100.0
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,,,
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,19.7894592285156,19.3645992279053,19.0478897094727,19.057710647583,19.2600402832031,19.647310256958,20.4384593963623,21.4404296875,23.1597309112549
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,"Population, total",SP.POP.TOTL,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.18536496162415,-0.948100388050079,-1.05981111526489,-1.12481939792633,-1.09268236160278,-0.62599641084671,-0.330349981784821,-0.277853518724442,-0.238546922802925,-0.532135963439941,-0.715751826763153,-0.412859916687012,-0.559909522533417
Azerbaijan,AZE,Upper middle income,Europe & Central Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.999713678,,,8.030375356,11.99217733,14.54,17.08,27.4,46.0,50.0,54.2,73.00000137,75.00001564
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,21190.0,21010.0,21380.0,22070.0,22770.0,23260.0,23150.0,21760.0,21770.0,22030.0,22870.0,22650.0,22250.0
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.6322326660156,,86.3785171508789,89.2948608398438,91.601318359375,95.0630722045898,94.4456634521484,92.9817428588867,92.6336822509766,,,,
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,,,,,,,,,
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,"Population, total",SP.POP.TOTL,309157.0,315746.0,322526.0,329249.0,335830.0,342328.0,348676.0,354856.0,360832.0,366568.0,372039.0,377240.0,382169.0
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.955541908740997,0.826347827911377,0.890613675117493,0.93814343214035,0.810453712940216,0.730122447013855,0.774532914161682,0.859580457210541,0.993692219257355,1.10362148284912,1.18402600288391,1.13482463359833,0.956470131874084
"Bahamas, The",BHS,High income: nonOECD,Latin America & Caribbean,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.0,20.0,22.0,25.0,26.0,27.0,31.54,33.88,43.0,65.0,71.74820281,72.0,76.92
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,33580.0,34640.0,35760.0,37470.0,38350.0,39730.0,39100.0,35290.0,36080.0,35440.0,36510.0,38840.0,38340.0
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,94.2973022460938,94.2609710693359,95.3696975708008,96.196189880371,96.3959503173828,,91.797721862793,91.991081237793,92.8599624633789,95.2977981567383,91.6528015136719,96.6312866210938,98.8924407958984
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,27.9431095123291,,23.9582405090332,22.7946090698242,,,,,43.9657211303711,43.1881904602051,39.5264587402344,41.3086395263672
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,"Population, total",SP.POP.TOTL,735148.0,778711.0,829848.0,889168.0,958414.0,1035891.0,1114590.0,1185029.0,1240862.0,1278269.0,1300217.0,1315411.0,1336397.0
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.290830373764038,0.483918994665146,0.313402563333511,0.0141627388074994,-0.365050613880157,-0.247773513197899,-0.237366229295731,-0.137239441275597,-0.493476390838623,-0.950841903686523,-1.12995493412018,-1.33541774749756,-0.907474875450134
Bahrain,BHR,High income: nonOECD,Middle East & North Africa,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.05072089,21.55494499,21.45868051,21.30373351,28.24395243,32.91,51.95,53.0,55.0,76.9999665,88.0,90.0000397,90.50313348
Bangladesh,BGD,Low income,South Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1480.0,1550.0,1650.0,1790.0,1970.0,2150.0,2330.0,2440.0,2590.0,2770.0,2990.0,3170.0,3340.0
Bangladesh,BGD,Low income,South Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,50.5060806274414,50.2781181335449,46.8372993469238,45.516788482666,46.0980911254883,46.8709602355957,44.8864517211914,48.5376091003417,50.1194190979004,50.8635406494141,53.5320510864258,58.3092613220215,
Bangladesh,BGD,Low income,South Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,6.13079023361206,6.17780017852783,5.69430017471313,6.23527002334595,7.12193012237549,7.67804002761841,8.60793018341064,10.520580291748,,13.2806901931763,13.3865604400635,,13.4407997131348
Bangladesh,BGD,Low income,South Asia,"Population, total",SP.POP.TOTL,136600667.0,139019001.0,141307489.0,143431101.0,145368004.0,147139191.0,148805814.0,150454708.0,152149102.0,153911916.0,155727053.0,157571292.0,159405279.0
Bangladesh,BGD,Low income,South Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.03259038925171,-1.1155811548233,-1.36047637462616,-1.86383938789368,-1.50709736347198,-1.54307162761688,-1.50833129882813,-1.54677140712738,-1.42578947544098,-1.40473687648773,-1.37908899784088,-1.62785887718201,-0.895563185214996
Bangladesh,BGD,Low income,South Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.139920289,0.163877665,0.199036334,0.241637326,1.0,1.8,2.5,3.1,3.7,4.5,5.0,6.63,11.9
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12120.0,12590.0,13060.0,13750.0,14680.0,15570.0,15790.0,15280.0,15770.0,15410.0,16140.0,16260.0,16500.0
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,104.339126586914,105.457382202148,107.744453430176,108.550003051758,105.884437561035,105.416030883789,104.495941162109,103.227142333984,101.902473449707,103.608627319336,,,109.247566223145
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,,59.7433204650879,,75.7162475585938,69.814811706543,65.4322280883789,,,
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,"Population, total",SP.POP.TOTL,271478.0,272258.0,273091.0,274009.0,275039.0,276150.0,277319.0,278470.0,279569.0,280601.0,281585.0,282509.0,283385.0
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.09719908237457,0.918948590755463,1.09435272216797,1.11291885375977,0.91321188211441,1.04420638084412,1.06835830211639,1.04774069786072,1.06063663959503,1.24613010883331,1.18596565723419,1.26692914962769,1.2779198884964
Barbados,BRB,High income: nonOECD,Latin America & Caribbean,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.83632242,39.68962712,49.8,52.5,55.3,58.2,61.4,64.7,65.1,66.5,71.2,71.8,75.16
Belarus,BLR,Upper middle income,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6910.0,7630.0,8790.0,10000.0,11350.0,12640.0,14200.0,14220.0,15600.0,16820.0,17400.0,17620.0,18320.0
Belarus,BLR,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,110.763786315918,109.52855682373,107.05786895752,106.308082580566,107.004867553711,106.228012084961,107.031799316406
Belarus,BLR,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,59.3682098388672,62.1206092834473,64.3411178588867,67.0785675048828,69.4477462768555,71.5991668701172,71.2441177368164,74.4583206176758,79.421012878418,85.7013931274414,90.4371337890625,91.0297698974609,88.8570327758789
Belarus,BLR,Upper middle income,Europe & Central Asia,"Population, total",SP.POP.TOTL,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0
